reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
7cffae4c-f42e-4b5c-ab60-f43e0d8315b6,César Júnior,https://play-lh.googleusercontent.com/a-/AD_cMMRLKmGD-nZ7jRXLfvnL_RBOBxslOM-1-OCqmWeKPO74Vy1b,O aplicativo é bom mas não deveria ter tanto plug-ins instalado para funcionar e além disso não redefinir o relógio quando restaurar o smartphone isso é ruim ter que ativar os cartões de novamente.,3,2,2.2.31.20061661,2020-07-13 11:43:35,,,2.2.31.20061661
2e2a0d7e-5bf2-420d-b8c9-7ed14f266ee8,Marcus Cristian Guzman,https://play-lh.googleusercontent.com/a/AAcHTtddXsCAzwrZcZnBrzpm32RchMCjyFZTSElHa4S0tiu_=mo,A última atualização para o Galaxy Watch Active2(C889) está com problemas. O relógio abre aplicativos sozinho e a não responde ao touch em diversos momentos.,3,0,,2021-07-14 13:56:27,,,
7c9ddcc5-a5e7-4c95-bd6a-92cee38b0c17,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muito bom.. funções legais! Porém as vezes trava quando recebe notificação... e a bateria descarrega muito rápido... mesmo sem usar a frequência cardíaca!,3,0,2.2.24.19031361,2019-08-11 16:04:39,,,2.2.24.19031361
325122ab-a530-4905-b3e4-347203a0e171,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Só não dou 5 estralas pois estou com um problema e não consigo resolver, quando o meu relógio desconecta do aplicativo e eu reconecto ele, não recebo mais notificação do whatsapp, só reiniciando meu celular que consigo receber novamente notificação do whatsapp, gostaria que vcs me ajudassem a resolver isso...",3,1,2.2.28.19120361,2020-01-28 21:08:24,,,2.2.28.19120361
d0d7ab13-7626-49e6-97cf-f7f57422a07f,roger pereira,https://play-lh.googleusercontent.com/a/AAcHTtfhrZGIKbK4DiM5bEfvPhxudifpYC3r7PzaH89IZPEE=mo,"Antes desta última atualização era mais intuitivo equalizar os buds + agora tem que acessar mais uma tela de algo que era na mão, o atalho que agora é possível por na tela já era possível selecionar no touch-screen do fone",3,2,2.2.41.21071361,2021-08-13 12:44:57,,,2.2.41.21071361
50159b3e-d08e-4de9-b6bb-18d2212870ed,Thúlio Jardim,https://play-lh.googleusercontent.com/a-/AD_cMMTocG4zq31vMJ4ziFz5T9PtgDaqspC5rzHzBh4O3m26mkTO,"Dificuldade de emparelhar o Galaxy Buds+ via Bluetooth e ver dados no Wearable. O Galaxy Active2 conecta bem, o único ponto negativo é o pouco espaço pra músicas.",3,2,2.2.46.21112461,2021-12-01 17:27:58,,,2.2.46.21112461
59df7acc-cf02-437b-96be-55671125a226,Guilherme Rodrigues,https://play-lh.googleusercontent.com/a-/AD_cMMT8JjkfsQhHLkqWT3iLAAJBYX5Fdvn_QUUcykXnp1ltKCXe,"eu acho o app muito bom, mas não dá pra trocar o visor do relógio, não dá pra selecionar nenhum, fica todo preto quando eu tento acessar aquela parte",3,0,2.2.36.20113061,2021-01-13 19:26:58,,,2.2.36.20113061
e50fdf79-bf59-4851-b7c0-e67b5063a7f2,Juliana Soligo,https://play-lh.googleusercontent.com/a/AAcHTtcy2MUTbY78q9gX2pA3dZUFV_ba1y2UoSLnvxUPJkyw=mo,"Ele é bom, só a bateria que dura muito pouco, no máximo dois dias, pelo preço que custa deveria ter uma bateria melhor! No mais tudo perfeito, formato, cores, app...",3,0,2.2.44.21101461,2021-12-08 04:57:00,,,2.2.44.21101461
e2ed9319-ac95-45ca-a1b5-be410bf6fbd1,Angela Brandão,https://play-lh.googleusercontent.com/a-/AD_cMMSF2S08Pwgcvljyo1z8DdlNx_9exE8MoNWJIT4osKFxTZE,"Amei, ele é lindo, prático... mas depois de um dia, é necessario comprar para usá-lo! Cada um vai ver se vale a pena ou não comprar (mas é sacanagem não avisar que o ""grátis"" é apenas por um dia).",3,1,2.2.34.20091461,2020-11-15 11:15:10,,,2.2.34.20091461
05c0ef5d-bc95-4293-bc9a-23422b33d199,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Fica desconectando e não reproduz mais música, fica mudo, só repoduz ligação... Tem que reiniciar o Aparelho para voltar a funcionar.",3,0,2.2.21.18080361,2019-02-13 00:03:25,,,2.2.21.18080361
b5957d59-4493-43b0-ba29-ab92fd7c6551,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Estou percebendo que a bateria do relógio não dura muito, e por consequência, gasta mais bateria quando o bluetooth fica ligado.",3,0,2.2.24.19031361,2019-08-29 17:21:13,,,2.2.24.19031361
e38ff3ee-faaf-4f3a-9a1f-0b6683cb6926,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"O Galaxy Fit e poderia ter mais opções de visor de tela, e medir as emoções tbm, parece que a Samsung não se preocupou muito com fite apenas com o galaxy fit fiquei chateado, meio abandonado, parece ao meu ver um poucp de descaso.",3,0,2.2.24.19031361,2019-07-31 23:33:13,,,2.2.24.19031361
c37de2de-f6b4-4831-a8c6-5e6f8e85da0c,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"App muito bom , só que qndo aparece atualização, fica dando a msg, erro tente novamente, preciso ficar tentando várias vezes até o mesmo conseguir , isso e chato mas no final deu certo.",3,0,2.2.28.19120361,2020-01-25 14:35:51,,,2.2.28.19120361
f76292aa-9a4b-400f-a0a3-852def8f66af,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Muitos problemas com o Samsung Health e com o Samsung Music. Tem problemas de emparelhamento e confunde-se muito com duas ou mais aplicações simultâneas.,3,0,2.2.24.19031361,2019-05-02 04:02:15,,,2.2.24.19031361
b09d434a-da55-4487-9003-0dd859fe2595,Mayara Alves,https://play-lh.googleusercontent.com/a-/AD_cMMQL2P_EbIhNMJ-mYENnh_Tbx5S516eqKGFXQMOHlzCGNSMT,"Não está sendo possível conectar o smartwatch Galaxy 4 com o aplicativo Galaxy Wearable, pois trava ao tentar parear, normalmente com 85%. Tem alguém previsão para atualização que solucione o problema?",3,6,2.2.46.21112461,2021-12-13 21:13:38,,,2.2.46.21112461
2aa243c8-8f59-4078-9945-5afae4e2f351,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Com esta nova atualização de Jan/20 ficou horrível! Desconectado todo instante, não recebe notificações do whatsapp, e-mail, etc. Péssimo!",3,0,2.2.28.19120361,2020-01-26 09:06:25,,,2.2.28.19120361
7d386997-d763-4400-aa98-ffede001588a,MWill_ks Souza,https://play-lh.googleusercontent.com/a-/AD_cMMRK-0-R1kDLZqhy4FUyB3-JJqOooFpRCgBE3yGotDdbQ_fi,Atualização de 05.2020 dando erro!! A cada 10 segundos fica atualizando automaticamente (conecta e desconecta) afff será que as informações fornecidas são didedignas ??? :(,3,1,2.2.30.20031361,2020-06-17 14:20:36,,,2.2.30.20031361
785fb49d-0dd2-4580-94f0-ef018c5e217b,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Possui informações sobre o aparelho mto importantes e é ótimo ser possível configurá-lo pelo celular mas o store é pobre e trava muito frequentemente.,3,0,2.2.24.19031361,2019-06-20 10:35:21,,,2.2.24.19031361
684466b5-dc44-42d4-96d2-8b980fb47c4c,Thiago Camargo,https://play-lh.googleusercontent.com/a-/AD_cMMRIqLVKZ0mlGaiAg7YlSyMNR2vKrwrCsyzFqDz67teVoA,"O app desconecta o tempo todo do relógio, mesmo estando perto. Também fica pedindo tempo todo pra atualizar e não tem atualização nenhuma.",3,1,2.2.50.22072061,2022-11-26 08:15:11,,,2.2.50.22072061
36c1fff1-2c3b-4335-93b7-7951b3c2056f,Bruno Félix,https://play-lh.googleusercontent.com/a-/AD_cMMTtoS7Im8XeFN7hYrrB4fzJoqMwm7tZ6g8L0ZsxBrfoMcJt,"O modo boa noite deveria permitir definir o horário em que se ativa e desativa porque, quando ligado aos padrões de sono, durante a noite desativa-se e a pulseira passa a noite a ligar e desligar. 😔",3,5,2.2.39.21052561,2021-06-17 04:54:18,,,2.2.39.21052561
81b194b2-0340-4a78-ade1-aef4ca72fab8,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Podia ter opção de mostrar no visor ao mesmo tempo. Batimentos, clima, data, hr e número de passos. Nao tem essa combinação (Galaxy fit)",3,5,2.2.30.20031361,2020-03-29 17:37:16,,,2.2.30.20031361
ccf52f29-ee3b-4fc8-923c-f768f22caf83,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"o sistema em sim é muito Bom, mas tem uma atualização que não está sendo possível, que é o deixa sempre um aviso de atualização.",3,0,2.2.24.19031361,2019-06-18 11:05:15,,,2.2.24.19031361
710b75ff-70b8-4d8d-8f0b-18059b2b2d7e,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Estou com problema pois a hora do relógio adiantou em 1 hrs e não consigo resolver o problema , já verifiquei porém quando sincroniza com o telefone ou net adiante...por favor resolver esse problema, conversei com mais pessoas que estão com o mesmo problema....",3,2,2.2.27.19083061,2019-11-23 08:49:48,,,2.2.27.19083061
e757dcb6-9e7c-47b1-aad7-e182dd3db1a2,Um usuário do Google,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Gostaria de poder escolher quais aplicativos podem ou não sincronizar informações. Alguns são úteis, outros, nem tanto.",3,0,2.2.24.19031361,2019-07-02 14:56:54,,,2.2.24.19031361
9e25ec2c-d03c-468e-a342-c900758add39,Estefanon Vignoli Faé,https://play-lh.googleusercontent.com/a-/AD_cMMTWoOgqAfPi97aPTGzCjZJ2uPWa-Bcfn47pTRh64jSIbys,"Por hora está razoável. Não achei a opção de configurar alarmes pelo app, como tem no do Xiaomi. Também não estou conseguindo baixar os visores que aparecem no App.",3,1,2.2.50.22072061,2022-09-07 12:25:30,,,2.2.50.22072061
